epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2743.12,0.98123,0.77136,1.07345,0.85623,0.83981,0.8815,0.58069,1.21374,0.77199,1.23856,0.0008186,0.0008186,0.0008186
181,2761.32,0.98485,0.76455,1.06294,0.8868,0.82115,0.88986,0.57159,1.23338,0.78994,1.2331,0.000812,0.000812,0.000812
182,2780.55,0.99004,0.7863,1.07483,0.86562,0.77139,0.8484,0.54387,1.29717,0.85153,1.27472,0.0008054,0.0008054,0.0008054
183,2800.14,1.01478,0.80347,1.0896,0.89079,0.82426,0.89291,0.5709,1.23296,0.75397,1.22259,0.0007988,0.0007988,0.0007988
184,2819.71,1.00783,0.80741,1.09007,0.87038,0.81804,0.88502,0.56459,1.25173,0.7789,1.23828,0.0007922,0.0007922,0.0007922
185,2838.97,0.97375,0.76894,1.05914,0.88823,0.78538,0.87926,0.56779,1.23127,0.79563,1.22022,0.0007856,0.0007856,0.0007856
186,2852.94,0.9857,0.77812,1.06877,0.83645,0.83981,0.88644,0.5666,1.226,0.75682,1.23619,0.000779,0.000779,0.000779
187,2864.1,0.9739,0.78881,1.06985,0.87352,0.83776,0.89523,0.58,1.20842,0.77252,1.20598,0.0007724,0.0007724,0.0007724
188,2874.96,1.00561,0.785,1.08486,0.85875,0.81337,0.8707,0.5645,1.24289,0.79871,1.24618,0.0007658,0.0007658,0.0007658
189,2885.45,0.99148,0.7571,1.08105,0.87952,0.81493,0.88091,0.57269,1.23613,0.80428,1.23465,0.0007592,0.0007592,0.0007592
190,2896.44,0.97096,0.77527,1.06305,0.8919,0.84759,0.90477,0.58667,1.24237,0.74882,1.23551,0.0007526,0.0007526,0.0007526
191,2907.47,0.97006,0.76683,1.07048,0.83524,0.78841,0.85115,0.53865,1.28924,0.85736,1.26492,0.000746,0.000746,0.000746
192,2918.01,0.9542,0.74874,1.05025,0.89667,0.81026,0.88907,0.57664,1.24465,0.79031,1.23009,0.0007394,0.0007394,0.0007394
193,2928.85,0.96494,0.75376,1.05831,0.89114,0.82893,0.89746,0.5721,1.24205,0.74571,1.22535,0.0007328,0.0007328,0.0007328
194,2939.78,1.00252,0.78056,1.07188,0.87954,0.82892,0.88739,0.56312,1.25677,0.78576,1.22616,0.0007262,0.0007262,0.0007262
195,2949.69,1.00062,0.78802,1.07053,0.86673,0.80093,0.88166,0.56456,1.27307,0.7862,1.24371,0.0007196,0.0007196,0.0007196
196,2956.77,0.97276,0.75025,1.0652,0.84582,0.80871,0.875,0.55394,1.28081,0.8354,1.26666,0.000713,0.000713,0.000713
197,2963.2,0.98695,0.74325,1.0626,0.88617,0.83981,0.91104,0.58597,1.2391,0.73967,1.22453,0.0007064,0.0007064,0.0007064
198,2969.89,0.95293,0.74277,1.04957,0.87285,0.81493,0.88679,0.56593,1.239,0.7689,1.22603,0.0006998,0.0006998,0.0006998
199,2976.58,0.96424,0.74871,1.06386,0.88082,0.77138,0.86667,0.54194,1.28263,0.81187,1.24986,0.0006932,0.0006932,0.0006932
200,2982.92,0.95936,0.74884,1.05323,0.89618,0.82426,0.90293,0.592,1.22024,0.73507,1.21973,0.0006866,0.0006866,0.0006866
201,2989.7,0.96876,0.74155,1.06467,0.89556,0.83048,0.90499,0.58283,1.21582,0.73594,1.22091,0.00068,0.00068,0.00068
202,2996.44,0.98747,0.77768,1.07034,0.8871,0.81804,0.9059,0.58513,1.22741,0.7572,1.22324,0.0006734,0.0006734,0.0006734
203,3002.78,0.96126,0.75377,1.05878,0.86042,0.86314,0.89699,0.58338,1.21025,0.7414,1.21427,0.0006668,0.0006668,0.0006668
204,3009.48,0.97575,0.74885,1.0677,0.89493,0.81337,0.89108,0.57804,1.25136,0.75238,1.22786,0.0006602,0.0006602,0.0006602
205,3016.14,0.97445,0.76634,1.06859,0.86883,0.81379,0.87878,0.55952,1.28701,0.80286,1.25447,0.0006536,0.0006536,0.0006536
206,3023.25,0.94757,0.73375,1.06237,0.87073,0.78566,0.86791,0.55004,1.30175,0.80217,1.25353,0.000647,0.000647,0.000647
207,3029.58,0.94312,0.72189,1.05321,0.90172,0.81649,0.88166,0.56581,1.25885,0.79132,1.24248,0.0006404,0.0006404,0.0006404
208,3037.62,0.94974,0.73665,1.05592,0.88475,0.7916,0.86787,0.54328,1.29805,0.81713,1.27626,0.0006338,0.0006338,0.0006338
209,3044.32,0.95125,0.72848,1.04452,0.89419,0.80249,0.87509,0.56324,1.26794,0.80625,1.2548,0.0006272,0.0006272,0.0006272
210,3052.35,0.93879,0.73121,1.05259,0.88832,0.78072,0.86179,0.55456,1.26543,0.81331,1.26144,0.0006206,0.0006206,0.0006206
211,3058.96,0.93763,0.73549,1.0526,0.85671,0.80895,0.87264,0.55861,1.26839,0.7968,1.2529,0.000614,0.000614,0.000614
212,3065.26,0.92374,0.69561,1.04695,0.87632,0.80249,0.87609,0.55256,1.28305,0.77904,1.26109,0.0006074,0.0006074,0.0006074
213,3073.38,0.91983,0.71569,1.0274,0.85964,0.80871,0.87368,0.5639,1.26116,0.78498,1.25403,0.0006008,0.0006008,0.0006008
214,3081.42,0.94627,0.73593,1.04801,0.84771,0.81376,0.87522,0.54628,1.27649,0.78987,1.24807,0.0005942,0.0005942,0.0005942
215,3087.93,0.94878,0.72714,1.04588,0.85591,0.82893,0.88582,0.5704,1.22969,0.76715,1.23075,0.0005876,0.0005876,0.0005876
216,3096.33,0.92778,0.70826,1.05289,0.87379,0.8367,0.88789,0.56977,1.24163,0.74401,1.22794,0.000581,0.000581,0.000581
217,3104.76,0.92489,0.71191,1.03869,0.88697,0.8177,0.8857,0.57496,1.2343,0.74794,1.24354,0.0005744,0.0005744,0.0005744
218,3111.39,0.9443,0.73,1.0417,0.87115,0.8196,0.87047,0.56011,1.25941,0.7694,1.2522,0.0005678,0.0005678,0.0005678
219,3119.23,0.9288,0.71287,1.03356,0.87192,0.81525,0.87614,0.57381,1.23297,0.76427,1.24076,0.0005612,0.0005612,0.0005612
220,3125.83,0.9373,0.70819,1.03787,0.88029,0.79938,0.87008,0.56531,1.26734,0.77396,1.256,0.0005546,0.0005546,0.0005546
221,3134.22,0.94883,0.71953,1.04491,0.88946,0.8367,0.90052,0.59672,1.20894,0.71317,1.21434,0.000548,0.000548,0.000548
222,3140.51,0.9245,0.72033,1.04077,0.91331,0.79316,0.88885,0.58896,1.22818,0.74668,1.21748,0.0005414,0.0005414,0.0005414
223,3151.05,0.9314,0.7005,1.0335,0.88925,0.81182,0.8845,0.57846,1.22664,0.73788,1.2365,0.0005348,0.0005348,0.0005348
224,3161.84,0.90022,0.69225,1.02753,0.87022,0.77916,0.86476,0.56114,1.26342,0.8002,1.26078,0.0005282,0.0005282,0.0005282
225,3169.51,0.92889,0.70047,1.05142,0.88671,0.80249,0.88623,0.58026,1.23898,0.76798,1.23222,0.0005216,0.0005216,0.0005216
226,3176.53,0.91587,0.6969,1.02736,0.8654,0.85226,0.88704,0.58794,1.20635,0.75739,1.22361,0.000515,0.000515,0.000515
227,3183.22,0.92656,0.71005,1.04872,0.8939,0.82582,0.89318,0.58394,1.24605,0.75506,1.23882,0.0005084,0.0005084,0.0005084
228,3189.95,0.90635,0.68323,1.02994,0.87724,0.8446,0.89983,0.59734,1.20572,0.72379,1.22515,0.0005018,0.0005018,0.0005018
229,3196.67,0.93076,0.72313,1.05246,0.87767,0.82426,0.88777,0.57992,1.24472,0.74791,1.23139,0.0004952,0.0004952,0.0004952
230,3203.25,0.91186,0.70201,1.0517,0.87164,0.8449,0.89463,0.59674,1.21064,0.72174,1.23086,0.0004886,0.0004886,0.0004886
231,3209.9,0.90195,0.694,1.03138,0.87888,0.85537,0.89789,0.59795,1.19283,0.70414,1.21574,0.000482,0.000482,0.000482
232,3217,0.89834,0.67207,1.02648,0.88193,0.82271,0.88855,0.58744,1.22602,0.75597,1.21547,0.0004754,0.0004754,0.0004754
233,3223.66,0.90445,0.68867,1.02174,0.89163,0.82893,0.8986,0.58927,1.23034,0.72983,1.22979,0.0004688,0.0004688,0.0004688
234,3230.35,0.89621,0.68475,1.02911,0.86993,0.84448,0.88876,0.5702,1.25252,0.73497,1.24441,0.0004622,0.0004622,0.0004622
235,3237.38,0.88017,0.68016,1.01855,0.83778,0.81923,0.8632,0.56087,1.26892,0.81273,1.26931,0.0004556,0.0004556,0.0004556
236,3244.21,0.89217,0.69089,1.02416,0.86916,0.83981,0.89907,0.60261,1.21101,0.72011,1.23192,0.000449,0.000449,0.000449
237,3251.43,0.90247,0.68829,1.03318,0.88346,0.8507,0.89932,0.5983,1.19251,0.7192,1.2125,0.0004424,0.0004424,0.0004424
238,3257.85,0.87793,0.67244,1.01809,0.89192,0.82139,0.88847,0.58747,1.2353,0.73996,1.23478,0.0004358,0.0004358,0.0004358
239,3264.85,0.90303,0.69626,1.03847,0.8771,0.83204,0.88902,0.5866,1.24282,0.7586,1.23927,0.0004292,0.0004292,0.0004292
240,3271.16,0.89129,0.67814,1.0236,0.87594,0.83048,0.89365,0.58708,1.23913,0.7312,1.23896,0.0004226,0.0004226,0.0004226
241,3278.07,0.89777,0.67356,1.0383,0.87259,0.85206,0.89394,0.58683,1.23335,0.71537,1.24069,0.000416,0.000416,0.000416
242,3284.84,0.89739,0.6882,1.03378,0.89636,0.8196,0.88832,0.58688,1.22985,0.71954,1.25253,0.0004094,0.0004094,0.0004094
243,3291.15,0.90632,0.69895,1.02879,0.86823,0.78383,0.84018,0.53545,1.30785,0.85763,1.29049,0.0004028,0.0004028,0.0004028
244,3297.81,0.88789,0.67279,1.03429,0.89019,0.8195,0.87883,0.57932,1.21788,0.74903,1.21985,0.0003962,0.0003962,0.0003962
245,3304.71,0.89203,0.68008,1.02197,0.91062,0.83515,0.9071,0.60554,1.20114,0.69721,1.20957,0.0003896,0.0003896,0.0003896
246,3311.75,0.88239,0.65703,1.02783,0.90443,0.82115,0.90481,0.59888,1.20762,0.70128,1.21378,0.000383,0.000383,0.000383
247,3318.43,0.88648,0.65282,1.02219,0.87098,0.85043,0.89969,0.59262,1.21039,0.7184,1.21947,0.0003764,0.0003764,0.0003764
248,3325.24,0.91208,0.69391,1.03058,0.86978,0.82065,0.87535,0.57586,1.23884,0.74785,1.23488,0.0003698,0.0003698,0.0003698
249,3332.43,0.8718,0.66238,1.02241,0.88665,0.84137,0.89837,0.59486,1.20361,0.70399,1.20404,0.0003632,0.0003632,0.0003632
250,3338.8,0.90208,0.68569,1.03505,0.90545,0.84894,0.90869,0.60054,1.20663,0.69679,1.21187,0.0003566,0.0003566,0.0003566
251,3345.8,0.90304,0.68923,1.03184,0.91029,0.85218,0.91446,0.60797,1.17848,0.69154,1.19569,0.00035,0.00035,0.00035
252,3352.18,0.89303,0.65972,1.02718,0.89946,0.84292,0.90898,0.60486,1.19891,0.6821,1.20932,0.0003434,0.0003434,0.0003434
253,3358.97,0.87076,0.65771,1.01586,0.89161,0.83981,0.90833,0.59622,1.22007,0.70461,1.22429,0.0003368,0.0003368,0.0003368
254,3365.88,0.88867,0.66579,1.02491,0.8773,0.83395,0.89482,0.58624,1.24118,0.71967,1.24244,0.0003302,0.0003302,0.0003302
255,3372.54,0.85632,0.6398,1.00752,0.87477,0.81493,0.88959,0.58665,1.25044,0.73692,1.24339,0.0003236,0.0003236,0.0003236
256,3379.37,0.85032,0.64832,1.0058,0.86954,0.83048,0.87732,0.5688,1.26729,0.7578,1.25275,0.000317,0.000317,0.000317
257,3386.12,0.86336,0.64301,1.02003,0.89893,0.8161,0.88635,0.57945,1.2447,0.72835,1.24167,0.0003104,0.0003104,0.0003104
258,3392.94,0.90198,0.66995,1.01976,0.87217,0.8507,0.88904,0.5863,1.22608,0.71602,1.24275,0.0003038,0.0003038,0.0003038
259,3399.64,0.8719,0.65787,1.00578,0.8801,0.82426,0.88287,0.58531,1.2395,0.72916,1.24734,0.0002972,0.0002972,0.0002972
260,3406.67,0.86647,0.65635,1.02318,0.88145,0.79782,0.87309,0.5771,1.23732,0.76591,1.25329,0.0002906,0.0002906,0.0002906
261,3413.71,0.85406,0.65653,1.00731,0.87938,0.8277,0.88792,0.59735,1.21118,0.71372,1.23297,0.000284,0.000284,0.000284
262,3420.13,0.86735,0.65093,1.0202,0.8732,0.85381,0.9006,0.60658,1.19729,0.70179,1.22006,0.0002774,0.0002774,0.0002774
263,3426.78,0.85418,0.64446,1.01759,0.86996,0.84292,0.89049,0.59371,1.20731,0.71371,1.22323,0.0002708,0.0002708,0.0002708
264,3433.51,0.8821,0.65847,1.02471,0.87966,0.84448,0.89799,0.60203,1.18866,0.70056,1.20788,0.0002642,0.0002642,0.0002642
265,3440.13,0.86739,0.64541,1.01884,0.88237,0.83995,0.8943,0.58992,1.1894,0.708,1.21586,0.0002576,0.0002576,0.0002576
266,3447.32,0.85295,0.6278,1.00732,0.8769,0.85304,0.89525,0.59514,1.1949,0.70675,1.22056,0.000251,0.000251,0.000251
267,3455.36,0.8415,0.63505,1.00504,0.87501,0.8367,0.88645,0.5938,1.19581,0.70528,1.22158,0.0002444,0.0002444,0.0002444
268,3464.64,0.84157,0.62538,1.00152,0.86875,0.84448,0.89521,0.60058,1.19118,0.6998,1.21696,0.0002378,0.0002378,0.0002378
269,3473.02,0.86356,0.64355,1.01058,0.85286,0.84736,0.89403,0.60704,1.18962,0.70632,1.20952,0.0002312,0.0002312,0.0002312
270,3479.7,0.8344,0.63162,1.00855,0.86589,0.86352,0.90215,0.61156,1.18573,0.68247,1.21275,0.0002246,0.0002246,0.0002246
271,3486.53,0.83707,0.63118,1.00807,0.87952,0.84015,0.8931,0.60111,1.19785,0.69725,1.22822,0.000218,0.000218,0.000218
272,3493.19,0.8405,0.62015,1.00999,0.89264,0.84137,0.89781,0.60651,1.19043,0.69978,1.22336,0.0002114,0.0002114,0.0002114
273,3499.93,0.821,0.61854,1.00651,0.88178,0.83048,0.88045,0.58545,1.22216,0.72105,1.24822,0.0002048,0.0002048,0.0002048
274,3506.66,0.8343,0.61422,0.99368,0.87873,0.85647,0.89862,0.60005,1.20103,0.69176,1.22831,0.0001982,0.0001982,0.0001982
275,3513.17,0.84243,0.62822,1.0011,0.867,0.86159,0.89889,0.59988,1.20712,0.69472,1.23761,0.0001916,0.0001916,0.0001916
276,3521.92,0.83789,0.63895,1.00836,0.89899,0.83981,0.89904,0.60677,1.19417,0.6887,1.22817,0.000185,0.000185,0.000185
277,3530.39,0.84288,0.6237,1.00664,0.88166,0.85692,0.90281,0.6111,1.18912,0.67714,1.22301,0.0001784,0.0001784,0.0001784
278,3537.67,0.83941,0.62963,1.00618,0.88045,0.84137,0.89865,0.60607,1.20279,0.6927,1.2206,0.0001718,0.0001718,0.0001718
279,3544.64,0.8276,0.60099,0.99563,0.8635,0.86159,0.90099,0.60483,1.20883,0.67438,1.23405,0.0001652,0.0001652,0.0001652
280,3551.62,0.82202,0.60631,0.99075,0.89026,0.84533,0.90231,0.60824,1.19832,0.68121,1.23076,0.0001586,0.0001586,0.0001586
281,3558.19,0.83901,0.62943,1.00103,0.86301,0.84448,0.89157,0.59674,1.22121,0.70147,1.24182,0.000152,0.000152,0.000152
282,3565.18,0.84988,0.62705,1.00729,0.86522,0.85848,0.89645,0.59742,1.21817,0.70701,1.23753,0.0001454,0.0001454,0.0001454
283,3572.33,0.83289,0.60445,0.99624,0.87745,0.84137,0.89455,0.59539,1.22405,0.70254,1.24011,0.0001388,0.0001388,0.0001388
284,3579.3,0.84652,0.61806,0.99904,0.87567,0.81649,0.88588,0.59123,1.23016,0.7209,1.24322,0.0001322,0.0001322,0.0001322
285,3586.33,0.79962,0.59085,0.9894,0.88869,0.80708,0.88067,0.58754,1.23137,0.7399,1.24455,0.0001256,0.0001256,0.0001256
286,3593.19,0.84318,0.6289,1.00643,0.89363,0.81006,0.88511,0.59425,1.2255,0.72487,1.23864,0.000119,0.000119,0.000119
287,3599.96,0.82571,0.61306,1.00812,0.88766,0.83559,0.8961,0.60194,1.21046,0.70515,1.22573,0.0001124,0.0001124,0.0001124
288,3606.95,0.80346,0.60223,0.99023,0.8824,0.82893,0.88963,0.60091,1.20928,0.70922,1.22589,0.0001058,0.0001058,0.0001058
289,3613.3,0.82011,0.62106,0.99622,0.87033,0.8455,0.8912,0.60132,1.21503,0.70635,1.2393,9.92e-05,9.92e-05,9.92e-05
290,3620.27,0.82547,0.62366,0.9984,0.90308,0.82603,0.90056,0.60625,1.2062,0.68624,1.22814,9.26e-05,9.26e-05,9.26e-05
291,3628.62,0.88041,0.59438,1.04892,0.89779,0.83515,0.89796,0.6021,1.20421,0.67956,1.23095,8.6e-05,8.6e-05,8.6e-05
292,3635.54,0.81698,0.52828,0.99991,0.89418,0.84109,0.89834,0.59675,1.20447,0.67684,1.23358,7.94e-05,7.94e-05,7.94e-05
293,3642.18,0.78463,0.50561,0.99584,0.87723,0.84455,0.89313,0.5924,1.20575,0.68817,1.23026,7.28e-05,7.28e-05,7.28e-05
294,3648.81,0.76451,0.49126,0.99457,0.87001,0.83359,0.88298,0.58283,1.2245,0.70401,1.24412,6.62e-05,6.62e-05,6.62e-05
295,3655.94,0.79319,0.50972,0.99561,0.87183,0.83515,0.88463,0.58411,1.22792,0.70756,1.24945,5.96e-05,5.96e-05,5.96e-05
296,3662.62,0.73091,0.48288,0.96249,0.8766,0.82893,0.88702,0.59071,1.21314,0.70777,1.23766,5.3e-05,5.3e-05,5.3e-05
297,3669.35,0.76742,0.48813,0.98982,0.86712,0.83515,0.88093,0.58927,1.21918,0.71411,1.23913,4.64e-05,4.64e-05,4.64e-05
298,3676.07,0.74284,0.49689,0.98958,0.85912,0.82893,0.87584,0.57835,1.22774,0.71856,1.24282,3.98e-05,3.98e-05,3.98e-05
299,3683.1,0.77546,0.49372,0.98419,0.86039,0.83387,0.8779,0.58202,1.22321,0.71146,1.23995,3.32e-05,3.32e-05,3.32e-05
300,3689.39,0.74983,0.47569,0.9708,0.86832,0.83826,0.88152,0.58387,1.22149,0.7035,1.23637,2.66e-05,2.66e-05,2.66e-05
