epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,3080.21,1.23025,1.0889,1.15531,0.71807,0.72426,0.68844,0.38119,1.48241,1.20529,1.36923,0.0007988,0.0007988,0.0007988
184,3096.43,1.23236,1.07738,1.1664,0.69204,0.69853,0.69047,0.38857,1.54932,1.29034,1.41337,0.0007922,0.0007922,0.0007922
185,3112.55,1.23547,1.07099,1.16353,0.6599,0.73529,0.71023,0.39254,1.50196,1.25505,1.39355,0.0007856,0.0007856,0.0007856
186,3128.63,1.24278,1.08719,1.18447,0.73983,0.62868,0.65902,0.3466,1.60237,1.34427,1.51096,0.000779,0.000779,0.000779
187,3145.7,1.24808,1.02658,1.14529,0.67571,0.72775,0.69686,0.38222,1.57267,1.26178,1.45629,0.0007724,0.0007724,0.0007724
188,3161.61,1.2601,1.06902,1.15128,0.66196,0.73435,0.69919,0.38985,1.51525,1.26136,1.41337,0.0007658,0.0007658,0.0007658
189,3178.07,1.18243,1.06384,1.14557,0.71026,0.73001,0.68076,0.36004,1.55751,1.28929,1.49287,0.0007592,0.0007592,0.0007592
190,3194.09,1.22394,1.04807,1.15333,0.69153,0.68408,0.72549,0.39688,1.57485,1.24849,1.42044,0.0007526,0.0007526,0.0007526
191,3211.63,1.23242,1.07584,1.15566,0.69118,0.63358,0.65845,0.34736,1.62599,1.36581,1.48741,0.000746,0.000746,0.000746
192,3228.1,1.18104,1.04399,1.12493,0.69458,0.62708,0.66374,0.3713,1.51874,1.29766,1.40756,0.0007394,0.0007394,0.0007394
